,batch_size,lr,mlp_dropout,weight_decay,hidden_size,grad_clip,result_variance,tuning_epochs,tuning_loss_MSE
166,32,1e-06,0.4,0.0,64,,7.439870264643301e-05,88,0.23090960767800978
167,32,1e-05,0.0,1e-05,16,1.0,0.0012640991213056288,100,0.15231152620267505
168,32,1e-06,0.4,0.0001,64,5.0,6.972077707920861e-05,100,0.2149722519746831
169,128,0.001,0.4,0.0,256,,0.00017632986761303515,100,0.14793775955615066
170,128,0.01,0.0,0.01,64,5.0,1.719372743194579e-05,51,0.13904632176062232
171,16,0.001,0.5,0.0,64,2.0,5.717025660647219e-05,100,0.14000323784380345
172,128,1e-06,0.2,0.0001,128,5.0,0.00022251175604708157,100,0.18186640681037478
173,128,0.01,0.1,0.0,64,0.5,0.00013911558747148504,100,0.15042222031625796
174,256,0.001,0.3,0.1,16,1.0,0.0003888453977035614,47,0.1406239078018382
175,128,0.01,0.3,0.001,64,2.0,2.631306765174792e-05,32,0.14406369131231905
176,32,0.001,0.5,1e-05,8,,0.00015201587247618692,93,0.13898967467326104
177,16,0.01,0.2,0.1,256,2.0,3.3784982644940136e-05,18,0.14818905799483326
178,256,0.0001,0.3,0.001,64,1.0,0.0005067849287308322,100,0.14092917048202114
179,32,0.0001,0.5,0.0001,256,,0.0005307300579313323,100,0.143604117810022
180,64,1e-06,0.4,0.0001,16,0.5,0.00014875591269434462,73,0.16708143755762506
181,128,0.0001,0.5,0.0001,8,,0.0019267991760819414,100,0.14868327801305442
182,16,1e-06,0.0,0.001,256,2.0,0.0007416170739076386,100,0.15377988676703
183,64,0.01,0.5,0.001,64,2.0,4.0570434257628994e-05,21,0.14296529852449272
184,128,1e-05,0.4,0.1,16,1.0,0.0006211658372106027,100,0.1787306060531721
185,16,1e-06,0.3,0.001,128,,0.00015142844439068785,100,0.17064931928345195
186,128,1e-06,0.3,0.01,256,2.0,0.00014767559916504088,89,0.1778372634215186
187,128,1e-06,0.5,0.01,128,1.0,0.0005468507100159001,100,0.20702429618207507
188,32,1e-06,0.1,0.1,64,5.0,0.00022171356371362188,100,0.18154931361369575
189,32,1e-05,0.4,0.01,16,,0.0004814896543055325,100,0.18155820456497201
190,64,0.001,0.4,0.01,8,1.0,0.0004711275566650985,47,0.13889557936276056
191,128,1e-05,0.4,0.1,64,5.0,0.0023197899613094657,100,0.16659413462425787
192,32,1e-05,0.4,1e-05,8,,0.0006414892801356108,100,0.1486052753053
193,16,1e-06,0.2,0.01,16,0.5,2.1786418373575422e-05,88,0.2803983251612745
194,64,0.001,0.5,0.0,16,2.0,9.600662614434011e-05,99,0.13801673300942255
195,16,1e-05,0.2,0.1,64,2.0,0.0006027749309577291,100,0.14233293440335323
196,16,0.0001,0.4,1e-05,64,2.0,0.00037866318797529706,100,0.14045386629604978
197,64,0.01,0.4,0.01,128,0.5,3.547660163549421e-05,18,0.14822798381980878
198,128,0.001,0.1,0.0001,128,0.5,0.00042858814851814877,100,0.16380482666437787
199,64,0.01,0.3,0.001,16,5.0,1.634063201214047e-05,21,0.14049141597756087
200,256,0.0001,0.1,1e-05,256,,0.0002862386309479014,100,0.15358512130791815
201,64,1e-06,0.2,1e-05,8,5.0,2.593828533761401e-06,35,0.17788369816322142
202,64,0.001,0.1,0.001,128,2.0,0.00010487123290216666,100,0.1467147926889914
203,128,1e-06,0.5,0.001,16,1.0,1.89882426378355e-05,21,0.2168288064674009
204,64,1e-05,0.0,0.0,128,0.5,0.00025379045632647427,100,0.149384267279222
205,32,0.01,0.5,0.0001,256,0.5,0.00018228139919992774,24,0.14094583864237717
206,64,0.01,0.5,0.01,64,,2.468896246173055e-05,18,0.14832073050169914
207,128,0.0001,0.1,0.01,8,0.5,0.0034437585114101116,100,0.14044852845676248
208,128,1e-06,0.5,0.1,128,1.0,3.921232333782155e-05,30,0.2822906652057726
209,128,0.01,0.3,0.0001,128,5.0,0.00011901329528935566,43,0.13771572466150103
210,16,0.01,0.5,0.01,256,2.0,3.093798955458696e-05,20,0.14845378313775356
211,16,0.0001,0.1,0.0,8,,0.0002597803020644149,100,0.1395482701951634
212,128,0.0001,0.3,0.01,8,0.5,0.0004455701060995992,100,0.13931784690399812
213,32,0.01,0.0,0.01,256,,7.921134594879707e-05,37,0.15665919547013893
214,128,1e-05,0.4,0.01,64,5.0,0.0006573139997185342,100,0.16971355335757168
215,64,1e-06,0.0,1e-05,128,5.0,0.0010542536230385485,100,0.16229901203395095
216,64,1e-06,0.1,1e-05,256,0.5,0.0006260055962739859,100,0.1660606363794719
217,32,1e-06,0.1,0.01,16,1.0,0.0024948540809320097,100,0.19030832090338043
218,32,1e-06,0.0,0.0,128,5.0,0.00031278546787271393,100,0.16268713478001562
219,16,0.001,0.2,1e-05,64,,7.432923046651931e-05,100,0.14970076424202378
220,64,0.01,0.5,0.01,64,0.5,1.641699736861291e-05,18,0.14824051187633225
221,64,1e-05,0.4,0.1,64,5.0,0.000502404682545796,100,0.16576225370934972
222,128,1e-05,0.4,0.1,16,2.0,0.0003318729636853126,100,0.2269933906713238
223,16,1e-06,0.5,0.0001,128,0.5,0.0003774270163378059,100,0.18755627465049288
224,64,1e-05,0.2,0.01,128,1.0,0.00046346145020004415,100,0.14755629805163265
225,16,0.01,0.2,0.01,128,2.0,1.081511112901226e-05,18,0.1482218800256284
226,128,1e-06,0.3,0.0001,64,0.5,0.0001933438664478074,47,0.19711586531456185
227,64,1e-05,0.3,0.01,8,,0.0008978975696092692,100,0.15824776215425707
228,256,0.001,0.1,0.01,128,1.0,5.5683077496439525e-05,100,0.1421443521272316
229,64,1e-05,0.4,0.01,64,0.5,0.0010090834805118365,100,0.16245291685585847
230,64,0.001,0.2,1e-05,128,2.0,0.00025733204307851274,100,0.15533827357330696
231,64,0.01,0.3,1e-05,64,2.0,3.329240684327544e-05,100,0.14154913839654346
232,128,0.01,0.0,0.0,8,5.0,3.3824688122944754e-05,100,0.15399163876911928
233,16,1e-06,0.5,1e-05,8,2.0,1.5175414655849288e-06,17,0.2929252928955179
234,128,0.001,0.0,0.0001,8,,0.00011644570415171112,100,0.14454962503089933
235,16,1e-05,0.5,0.0,128,2.0,0.000818905108966967,100,0.16609105568449062
236,128,0.001,0.3,0.0,8,1.0,0.00012869233899798376,62,0.13995681588510162
237,64,1e-05,0.0,1e-05,16,1.0,0.0004109417942124839,100,0.1579393471277282
238,128,1e-05,0.2,0.001,64,,0.0007780918233528145,100,0.1519326516412214
239,16,0.001,0.4,0.001,64,2.0,9.756801413083868e-05,37,0.14284960578057898
240,32,0.01,0.4,0.1,128,5.0,2.205139900258642e-05,20,0.1483427409520159
241,128,0.01,0.0,0.0001,128,,0.0001357856745747066,100,0.1421124080347468
242,32,1e-05,0.1,0.01,128,5.0,0.0006664599895384378,100,0.14257745032947539
243,64,0.0001,0.5,0.0001,8,2.0,0.0012359029647163568,100,0.1434571579833922
244,128,0.01,0.3,0.0001,64,,5.234222225374905e-05,36,0.14281295677433417
245,256,0.01,0.2,0.01,256,,0.0012734041559039823,24,0.14277065709036535
246,256,1e-05,0.0,0.0,256,5.0,0.0002908106300752919,100,0.14996226551405997
247,128,0.01,0.1,1e-05,8,0.5,3.727769425411297e-05,90,0.14143476192739127
248,16,1e-06,0.2,0.0001,128,,0.0001800553755599963,67,0.17035198001821394
249,64,0.01,0.4,0.0,16,0.5,2.356973393136164e-05,92,0.13985462583254574
250,256,0.001,0.2,0.1,64,5.0,9.042858003095307e-05,57,0.14133478513063863
251,256,0.0001,0.5,0.1,16,2.0,0.001515880857340064,100,0.1500833841849732
252,64,0.001,0.3,0.001,256,2.0,7.228100710186758e-05,100,0.14564887822564895
253,256,1e-05,0.5,1e-05,128,0.5,0.0004190559091205172,100,0.16897398558567595
254,16,0.001,0.2,0.0,16,0.5,3.789513617724635e-05,100,0.14357216914674323
255,16,0.0001,0.5,0.01,64,5.0,0.0006524374772030857,81,0.1382200741525571
256,32,0.001,0.3,0.001,8,,2.7144072006996675e-05,55,0.1376449868683603
257,32,1e-05,0.3,0.001,64,0.5,0.0004478003107175882,100,0.15591770508912306
258,32,0.0001,0.3,1e-05,128,,0.0003249225931684586,100,0.14244796845588192
259,256,0.0001,0.0,0.0001,16,,0.0009428234095806198,100,0.1432954471711072
260,128,0.01,0.5,1e-05,64,2.0,4.6343860045812474e-05,57,0.13795060330873732
261,128,1e-05,0.4,0.01,128,0.5,0.0005439029851560683,100,0.15795552241586827
262,256,1e-06,0.1,0.0001,16,2.0,3.377835508496097e-05,31,0.23360485246067167
263,256,1e-05,0.0,0.001,16,1.0,0.00045332165593508106,100,0.1777955298439507
264,256,1e-06,0.2,0.1,16,1.0,5.548607603928018e-05,35,0.23447457360177507
265,64,1e-05,0.4,0.1,128,5.0,0.0005780324862805472,100,0.16053367663871257
266,256,1e-06,0.3,0.001,128,,0.00031434868468998027,100,0.2308100329827235
267,32,0.0001,0.1,1e-05,8,,0.00036162460889321136,100,0.1415230456514438
268,128,0.001,0.5,0.01,256,5.0,0.0001980940255535404,42,0.1386745145123729
269,256,1e-06,0.5,0.0001,16,,0.00016769774756797485,26,0.2352368880014108
270,128,0.01,0.3,0.0,64,2.0,7.73668188151815e-05,100,0.14469855080013727
271,64,0.0001,0.5,0.0001,64,2.0,0.0005430989334158874,100,0.13778064108975982
272,16,0.0001,0.4,0.001,128,5.0,0.0003539108847121586,100,0.14390544776621586
273,128,0.01,0.3,0.1,8,,3.962630459587693e-05,19,0.1495914792708012
274,128,0.0001,0.0,0.001,64,1.0,0.0005324085166597725,100,0.15792665116442334
275,32,0.01,0.4,0.01,16,2.0,9.496244068230185e-06,18,0.14815355118382217
276,256,1e-05,0.0,0.001,8,,0.00077570567769804,100,0.16564499243959277
277,256,1e-06,0.5,0.0001,16,1.0,0.0007144610469761457,39,0.3049534956248292
278,64,0.0001,0.3,0.01,64,1.0,0.0002662245325289754,100,0.14243917691782168
279,128,1e-05,0.1,0.1,256,1.0,0.0007781438051803255,100,0.14394625906442254
280,32,0.001,0.1,1e-05,8,1.0,4.2603964136686495e-05,100,0.14180734096259354
281,16,1e-06,0.5,0.01,16,1.0,8.121033723782738e-06,84,0.2799344122161295
282,64,0.01,0.2,0.001,8,1.0,3.937690660502751e-05,43,0.14150099237193822
283,16,0.01,0.1,0.01,64,5.0,2.1392992147240975e-06,19,0.14861244012118213
284,32,0.0001,0.0,0.1,8,1.0,0.000632081512402641,42,0.1427134607942507
285,16,0.0001,0.0,0.1,256,,3.971968285232201e-05,37,0.14456257312723628
286,32,0.001,0.5,0.1,128,5.0,0.0001457039781594441,22,0.14847062185996932
287,64,0.0001,0.0,0.01,8,5.0,0.001677495181817674,100,0.14340753089209413
288,128,0.001,0.3,0.1,16,2.0,0.00015883966392121187,37,0.14512763977092202
289,256,1e-05,0.0,1e-05,256,1.0,0.0006012519466102637,100,0.14866255686318733
290,64,1e-05,0.3,0.0,128,0.5,0.0009289940148521543,100,0.15418373426892346
291,32,1e-06,0.5,1e-05,256,1.0,0.00010721092574341232,98,0.20296881736111858
292,256,0.0001,0.5,1e-05,64,5.0,0.0006341195025685616,100,0.1491255271581828
293,64,1e-06,0.0,0.0001,128,,0.00047120883817630883,100,0.1608515570164141
294,64,1e-06,0.2,0.1,16,,4.4255966222327465e-05,100,0.2405078000165755
295,128,1e-06,0.5,0.001,128,0.5,0.00010686619184249223,100,0.2168212803113038
296,16,0.0001,0.4,0.001,256,5.0,0.0003556096873195559,100,0.14795441301105916
297,128,0.001,0.2,0.001,128,5.0,0.00015408505570028104,100,0.14700070969175347
298,128,0.001,0.3,0.0,8,,0.00013129644346435306,97,0.13974696656247657
299,64,0.01,0.4,0.0001,16,,3.36610581474321e-05,27,0.14045452777091788
300,256,0.01,0.4,0.1,128,,6.271617317170065e-05,20,0.14831502232765306
301,32,1e-06,0.0,0.01,256,1.0,0.0006478822186503482,100,0.15026105619330138
302,32,0.001,0.3,0.001,128,5.0,4.480801711487744e-05,79,0.13808484040381927
303,32,0.0001,0.1,0.01,256,5.0,0.00022120073812514663,100,0.14709330583360147
304,256,0.01,0.5,0.0,64,5.0,9.110921987765776e-05,100,0.1376676914590858
305,32,0.01,0.0,0.0,64,2.0,0.00011339080986189219,100,0.15555001336969876
306,256,1e-06,0.4,0.0,16,0.5,5.805767453140723e-05,47,0.2854720644047063
307,16,0.001,0.4,0.0001,8,1.0,9.614285067820552e-05,55,0.1400242448122324
308,128,1e-06,0.1,0.0001,256,0.5,0.0002970926096809969,100,0.1563791589450306
309,16,0.001,0.3,1e-05,256,1.0,0.00011874822431971696,100,0.15438338556457012
310,32,0.0001,0.5,0.001,8,2.0,0.0015696688936120177,100,0.13967368853970316
311,256,0.001,0.5,0.0001,256,1.0,0.0001932573236630578,100,0.14449833988770583
312,128,1e-05,0.4,0.01,128,5.0,0.00028509660457086416,69,0.16054741592975522
313,16,1e-05,0.1,1e-05,64,5.0,0.0004236249194336552,100,0.14521897329150843
314,64,1e-05,0.2,0.001,8,,0.0005991670201623768,100,0.1661651812467913
315,256,1e-05,0.1,0.001,16,0.5,0.000300999589158883,100,0.16231201713163046
316,64,1e-05,0.1,0.0,8,0.5,0.0016918334121838843,100,0.16802724414479825
