pitcher,CH,CU,EP,FA,FC,FF,FO,FS,KC,KN,SC,SI,SL,ST,SV
656222,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
656232,0,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
656234,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
656240,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1
656266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
656271,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
656288,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1
656302,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,1,1,-1
656354,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,0,-1
656412,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
656420,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
656427,2,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
656457,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,0,-1
656458,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
656464,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
656529,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
656546,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1
656550,-1,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
656557,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1
656605,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1
656629,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
656638,2,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1
656641,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
656657,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
656671,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1
656730,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1
656731,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1
656756,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
656786,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,-1,-1
656793,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1
656794,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
656814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
656848,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
656849,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
656876,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1
656887,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
656896,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
656924,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
656945,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
657006,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
657024,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1
657044,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,1,-1,-1
657053,-1,1,-1,-1,-1,2,-1,0,-1,-1,-1,1,-1,-1,-1
657097,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
657240,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
657265,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
657277,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,-1,1,-1
657376,-1,-1,-1,-1,1,-1,-1,-1,3,-1,-1,1,-1,1,-1
657508,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1
657514,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,2,0,-1,-1
657571,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,-1,1
657585,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,-1
657612,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1
657649,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1
657697,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
657746,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,1,1,1,-1
658648,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
659275,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
660600,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
660644,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
660761,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,0,-1
660787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
660813,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
660825,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1
660853,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
660896,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
661269,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
661395,-1,2,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1
661403,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
661527,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,1,-1
661563,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
662253,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
663158,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
663321,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
663362,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,-1
663372,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
663423,2,2,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1
663432,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
663436,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
663460,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
663462,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
663465,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,-1,-1
663474,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
663485,-1,2,-1,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,-1
663531,-1,-1,-1,-1,0,0,-1,2,-1,-1,-1,2,-1,0,-1
663542,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1
663546,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1
663554,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,1,1,-1,-1
663559,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
663562,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1
663567,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,2
663568,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1
663574,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
663623,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
663687,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
663704,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
663738,1,-1,-1,-1,-1,0,-1,-1,2,-1,-1,2,0,-1,-1
663752,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
663765,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
663767,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,-1,1,-1
663773,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1
663776,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,0,-1
663855,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1
663878,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
663893,-1,-1,-1,-1,0,-1,-1,-1,2,-1,-1,2,-1,-1,-1
663897,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
663903,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,1,-1
663941,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
663947,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,0,-1
663969,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
663978,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
663989,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
663992,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
664076,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,2,0,0,-1
664079,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,0,-1
664123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
664126,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
664129,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,1,-1,-1
664192,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1
664208,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1
664285,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
664299,0,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,1,-1,-1
664350,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
664351,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
664747,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
664776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
664849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,-1
664854,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
664875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1
664948,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
665152,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1
665620,0,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,-1
665622,0,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
665625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
665795,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
665871,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1
665896,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
666129,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,2,0,-1,-1
666142,1,-1,-1,-1,0,0,-1,-1,2,-1,-1,-1,0,-1,-1
666149,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
666157,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1
666159,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1
666163,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
666171,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
666200,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
666201,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
666204,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1
666205,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
666207,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
666208,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
666214,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
666215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
666277,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
666619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
666720,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
666745,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
666808,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
666818,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
666974,0,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
667297,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
667427,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
667463,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1
667725,-1,1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
667755,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,1,1,-1,-1
668338,2,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,-1
668390,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1
668472,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
668674,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
668676,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1
668678,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,1,-1,-1
668868,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1
668873,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
668881,-1,2,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1
668909,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
668933,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1
668941,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
668943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1
668964,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
668968,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1
668984,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
669022,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1
669060,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
669062,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
669084,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
669093,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1
669111,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669165,0,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
669169,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
669194,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1
669199,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669203,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1
669211,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
669212,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669270,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
669276,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
669302,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,-1
669308,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669330,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669358,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669372,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
669373,1,-1,-1,-1,-1,0,-1,-1,2,-1,-1,2,0,-1,-1
669387,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1
669391,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669422,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
669432,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
669438,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
669456,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669459,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1
669461,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,2,0,-1,-1
669467,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,1,1,-1,-1
669620,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
669622,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
669674,-1,0,-1,-1,-1,0,-1,2,-1,-1,-1,-1,0,-1,-1
669711,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,1,-1
669713,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1
669721,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669724,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
669796,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
669854,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
669912,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
669923,-1,-1,-1,-1,-1,1,-1,1,3,-1,-1,1,1,-1,-1
669952,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
670036,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,-1
670046,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
670059,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
670102,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1
670124,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2
670161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
670167,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,0,-1,1,-1
670174,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
670223,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670241,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670280,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1
670766,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,1,-1
670810,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
670871,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
670950,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670955,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,-1
670970,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,0,0,-1
670990,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,1,-1
671096,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
671106,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1
671111,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
671131,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
671212,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
671305,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
671345,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
671737,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1
671922,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1
672282,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
672335,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
672391,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
672456,0,-1,-1,-1,-1,1,-1,-1,3,-1,-1,1,1,-1,-1
672552,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
672578,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,-1,-1
672582,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
672710,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
672712,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
672782,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,1,-1
672851,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1
672860,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
673380,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
673513,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,-1,0,0,-1
673540,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
673929,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
674003,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
674072,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
674285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
674370,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
674444,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
674944,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,0,-1,-1
675540,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
675627,-1,-1,-1,-1,1,-1,-1,-1,3,-1,-1,1,1,-1,-1
675650,-1,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
675911,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
675921,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
675989,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
676083,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
676092,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,-1,1,-1
676105,0,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
676106,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
676130,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
676254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
676272,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
676282,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
676395,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
676428,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,0,-1
676440,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
676454,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
676477,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1
676508,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
676534,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
676568,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
676596,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1
676604,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
676614,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1
676617,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
676661,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
676664,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,0,-1
676680,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,0,-1
676684,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
676702,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
676710,-1,-1,-1,-1,1,1,-1,1,3,-1,-1,-1,-1,1,-1
676714,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
676755,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
676760,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,-1
676775,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1
676879,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1
676961,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
676962,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1
676969,-1,-1,-1,-1,1,-1,-1,-1,3,-1,-1,1,-1,-1,-1
676974,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1
676979,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,0,-1
